iShares MSCI EAFE ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Aug 14, 2001"
Shares Outstanding,"928,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"AAL","ANGLO AMERICAN PLC","Equity","0.19","26.65","4,526,970.00","120,623,628.12","120,623,628.12","Materials","B1XZS82","GB00B1XZS820","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"UCG","UNICREDIT","Equity","0.19","13.91","8,672,047.00","120,600,701.59","120,600,701.59","Financials","BYMXPS7","IT0005239360","Borsa Italiana","Italy","USD","EUR","0.91"
"7751","CANON INC","Equity","0.19","27.69","4,325,300.00","119,764,124.98","119,764,124.98","Information Technology","6172323","JP3242800005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9020","EAST JAPAN RAILWAY","Equity","0.19","90.40","1,313,400.00","118,728,279.27","118,728,279.27","Industrials","6298542","JP3783600004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"GLE","SOCIETE GENERALE SA","Equity","0.18","32.80","3,504,124.00","114,947,500.10","114,947,500.10","Financials","5966516","FR0000130809","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"4661","ORIENTAL LAND LTD","Equity","0.18","132.95","864,600.00","114,947,278.72","114,947,278.72","Consumer Discretionary","6648891","JP3198900007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BA.","BAE SYSTEMS PLC","Equity","0.18","8.24","13,848,095.00","114,157,740.50","114,157,740.50","Industrials","0263494","GB0002634946","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"4911","SHISEIDO LTD","Equity","0.18","66.25","1,723,100.00","114,147,086.31","114,147,086.31","Consumer Staples","6805265","JP3351600006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"O39","OVERSEA-CHINESE BANKING LTD","Equity","0.18","8.02","13,956,098.00","111,928,090.80","111,928,090.80","Financials","B0F9V20","SG1S04926220","Singapore Exchange","Singapore","USD","SGD","1.36"
"NDA SE","NORDEA BANK","Equity","0.18","7.99","13,985,746.00","111,750,653.45","111,750,653.45","Financials","BYZF9J9","FI4000297767","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"1","CK HUTCHISON HOLDINGS LTD","Equity","0.18","9.56","11,667,684.00","111,560,224.46","111,560,224.46","Industrials","BW9P816","KYG217651051","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"6503","MITSUBISHI ELECTRIC CORP","Equity","0.17","14.10","7,886,600.00","111,174,034.27","111,174,034.27","Industrials","6597045","JP3902400005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"EOAN","E.ON N","Equity","0.17","11.44","9,715,662.00","111,173,600.85","111,173,600.85","Utilities","4942904","DE000ENAG999","Xetra","Germany","USD","EUR","0.91"
"6273","SMC (JAPAN) CORP","Equity","0.17","448.32","247,500.00","110,960,005.50","110,960,005.50","Industrials","6763965","JP3162600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2914","JAPAN TOBACCO INC","Equity","0.17","21.19","5,192,200.00","110,038,103.35","110,038,103.35","Consumer Staples","6474535","JP3726800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"LHN","LAFARGEHOLCIM LTD","Equity","0.17","51.63","2,127,821.00","109,859,670.26","109,859,670.26","Materials","7110753","CH0012214059","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"INVE B","INVESTOR B","Equity","0.17","55.77","1,967,297.00","109,710,673.67","109,710,673.67","Financials","5679591","SE0000107419","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"ALC","ALCON AG","Equity","0.17","60.88","1,792,370.00","109,123,188.68","109,123,188.68","Health Care","BJT1GR5","CH0432492467","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"ERIC B","ERICSSON B","Equity","0.17","8.21","13,272,722.00","108,933,073.25","108,933,073.25","Information Technology","5959378","SE0000108656","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"RIO","RIO TINTO LTD","Equity","0.17","67.52","1,604,518.00","108,334,243.44","108,334,243.44","Materials","6220103","AU000000RIO1","Asx - All Markets","Australia","USD","AUD","1.48"
"ATCO A","ATLAS COPCO CLASS A","Equity","0.17","37.03","2,899,686.00","107,373,480.07","107,373,480.07","Industrials","BD97BN2","SE0011166610","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"BMW","BMW AG","Equity","0.17","73.51","1,434,392.00","105,435,473.09","105,435,473.09","Consumer Discretionary","5756029","DE0005190003","Xetra","Germany","USD","EUR","0.91"
"ASSA B","ASSA ABLOY B","Equity","0.16","24.24","4,332,774.00","105,025,768.88","105,025,768.88","Industrials","BYPC1T4","SE0007100581","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"DSV","DSV PANALPINA","Equity","0.16","110.73","944,569.00","104,588,281.45","104,588,281.45","Industrials","B1WT5G2","DK0060079531","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"U11","UNITED OVERSEAS BANK LTD","Equity","0.16","19.10","5,447,800.00","104,057,749.98","104,057,749.98","Financials","6916781","SG1M31001969","Singapore Exchange","Singapore","USD","SGD","1.36"
"8802","MITSUBISHI ESTATE CO LTD","Equity","0.16","20.37","5,101,700.00","103,936,503.12","103,936,503.12","Real Estate","6596729","JP3899600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"RMS","HERMES INTERNATIONAL","Equity","0.16","755.29","136,892.00","103,393,751.42","103,393,751.42","Consumer Discretionary","5253973","FR0000052292","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"IMB","IMPERIAL BRANDS PLC","Equity","0.16","25.10","4,110,422.00","103,190,465.61","103,190,465.61","Consumer Staples","0454492","GB0004544929","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LGEN","LEGAL AND GENERAL GROUP PLC","Equity","0.16","3.99","25,780,779.00","102,748,624.40","102,748,624.40","Financials","0560399","GB0005603997","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"16","SUN HUNG KAI PROPERTIES LTD","Equity","0.16","14.88","6,889,000.00","102,502,224.79","102,502,224.79","Real Estate","6859927","HK0016000132","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"VOLV B","VOLVO CLASS B","Equity","0.16","15.85","6,423,013.00","101,817,114.79","101,817,114.79","Industrials","B1QH830","SE0000115446","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"STAN","STANDARD CHARTERED PLC","Equity","0.16","8.59","11,783,484.00","101,268,251.31","101,268,251.31","Financials","0408284","GB0004082847","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"VIV","VIVENDI SA","Equity","0.16","27.25","3,691,284.00","100,580,986.80","100,580,986.80","Communication","4834777","FR0000127771","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"8801","MITSUI FUDOSAN LTD","Equity","0.16","26.03","3,855,000.00","100,348,680.59","100,348,680.59","Real Estate","6597603","JP3893200000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SIKA","SIKA AG","Equity","0.16","181.75","550,428.00","100,041,850.39","100,041,850.39","Materials","BF2DSG3","CH0418792922","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"DSY","DASSAULT SYSTEMES","Equity","0.16","175.90","568,231.00","99,950,693.60","99,950,693.60","Information Technology","5330047","FR0000130650","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"4543","TERUMO CORP","Equity","0.16","35.74","2,789,300.00","99,698,179.40","99,698,179.40","Health Care","6885074","JP3546800008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"KNEBV","KONE","Equity","0.15","67.13","1,469,190.00","98,619,453.68","98,619,453.68","Industrials","B09M9D2","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"NOKIA","NOKIA","Equity","0.15","4.05","24,340,131.00","98,533,328.87","98,533,328.87","Information Technology","5902941","FI0009000681","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"9434","SOFTBANK CORP","Equity","0.15","13.51","7,243,300.00","97,891,400.95","97,891,400.95","Communication","BF5M0K5","JP3732000009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8591","ORIX CORP","Equity","0.15","17.07","5,718,000.00","97,631,418.36","97,631,418.36","Financials","6661144","JP3200450009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"FRE","FRESENIUS SE AND CO KGAA","Equity","0.15","53.59","1,806,656.00","96,826,709.37","96,826,709.37","Health Care","4352097","DE0005785604","Xetra","Germany","USD","EUR","0.91"
"6971","KYOCERA CORP","Equity","0.15","69.94","1,383,000.00","96,723,831.78","96,723,831.78","Information Technology","6499260","JP3249600002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6752","PANASONIC CORP","Equity","0.15","10.14","9,531,368.00","96,632,386.77","96,632,386.77","Consumer Discretionary","6572707","JP3866800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"823","LINK REAL ESTATE INVESTMENT TRUST","Equity","0.15","10.49","9,103,958.00","95,535,361.73","95,535,361.73","Real Estate","B0PB4M7","HK0823032773","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"DSM","KONINKILIJKE DSM NV","Equity","0.15","121.67","783,300.00","95,300,609.65","95,300,609.65","Materials","B0HZL93","NL0000009827","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"G","ASSICURAZIONI GENERALI","Equity","0.15","19.99","4,735,033.00","94,669,450.21","94,669,450.21","Financials","4056719","IT0000062072","Borsa Italiana","Italy","USD","EUR","0.91"
"WPL","WOODSIDE PETROLEUM LTD","Equity","0.15","23.33","4,046,996.00","94,415,961.39","94,415,961.39","Energy","6979728","AU000000WPL2","Asx - All Markets","Australia","USD","AUD","1.48"
"4519","CHUGAI PHARMACEUTICAL LTD","Equity","0.15","97.44","967,700.00","94,296,220.45","94,296,220.45","Health Care","6196408","JP3519400000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AKZA","AKZO NOBEL NV","Equity","0.15","95.10","984,016.00","93,579,254.93","93,579,254.93","Materials","BJ2KSG2","NL0013267909","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"SN.","SMITH AND NEPHEW PLC","Equity","0.15","24.70","3,780,273.00","93,390,684.28","93,390,684.28","Health Care","0922320","GB0009223206","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SAND","SANDVIK","Equity","0.15","18.94","4,875,482.00","92,343,083.69","92,343,083.69","Industrials","B1VQ252","SE0000667891","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"LR","LEGRAND SA","Equity","0.14","79.89","1,153,222.00","92,125,867.15","92,125,867.15","Industrials","B11ZRK9","FR0010307819","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"6301","KOMATSU LTD","Equity","0.14","23.05","3,989,300.00","91,946,895.27","91,946,895.27","Industrials","6496584","JP3304200003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"WKL","WOLTERS KLUWER NV","Equity","0.14","75.90","1,207,506.00","91,653,871.30","91,653,871.30","Industrials","5671519","NL0000395903","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"REP","REPSOL SA","Equity","0.14","14.05","6,437,104.00","90,426,109.98","90,426,109.98","Energy","5669354","ES0173516115","Bolsa De Madrid","Spain","USD","EUR","0.91"
"RACE","FERRARI NV","Equity","0.14","171.99","525,472.00","90,377,409.80","90,377,409.80","Consumer Discretionary","BD6G507","NL0011585146","Borsa Italiana","Italy","USD","EUR","0.91"
"FERG","FERGUSON PLC","Equity","0.14","89.84","998,015.00","89,657,116.65","89,657,116.65","Industrials","BJVNSS4","JE00BJVNSS43","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"AV.","AVIVA PLC","Equity","0.14","5.28","16,930,191.00","89,409,652.45","89,409,652.45","Financials","0216238","GB0002162385","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ORSTED","ORSTED","Equity","0.14","109.37","817,127.00","89,370,540.46","89,370,540.46","Utilities","BYT16L4","DK0060094928","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"CAP","CAPGEMINI","Equity","0.14","128.60","686,944.00","88,338,144.15","88,338,144.15","Information Technology","4163437","FR0000125338","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"RWE","RWE AG","Equity","0.14","34.87","2,524,966.00","88,049,566.49","88,049,566.49","Utilities","4768962","DE0007037129","Xetra","Germany","USD","EUR","0.91"
"KRZ","KERRY GROUP PLC","Equity","0.14","128.60","684,434.00","88,015,368.58","88,015,368.58","Consumer Staples","4519579","IE0004906560","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"STM","STMICROELECTRONICS NV","Equity","0.14","29.77","2,954,682.00","87,953,062.10","87,953,062.10","Information Technology","5962332","NL0000226223","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"5108","BRIDGESTONE CORP","Equity","0.14","35.49","2,471,200.00","87,694,315.56","87,694,315.56","Consumer Discretionary","6132101","JP3830800003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3","HONG KONG AND CHINA GAS LTD","Equity","0.14","1.99","43,833,144.00","87,373,165.12","87,373,165.12","Utilities","6436557","HK0003000038","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Equity","0.14","2.47","35,269,185.00","87,193,335.00","87,193,335.00","Communication","B02PY22","SG1T75931496","Singapore Exchange","Singapore","USD","SGD","1.36"
"SSE","SSE PLC","Equity","0.14","19.56","4,444,470.00","86,922,202.02","86,922,202.02","Utilities","0790873","GB0007908733","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ML","MICHELIN","Equity","0.14","116.77","736,408.00","85,990,588.61","85,990,588.61","Consumer Discretionary","4588364","FR0000121261","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"SAMPO","SAMPO","Equity","0.14","44.98","1,911,624.00","85,986,844.21","85,986,844.21","Financials","5226038","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"GEBN","GEBERIT AG","Equity","0.13","531.91","160,190.00","85,206,571.85","85,206,571.85","Industrials","B1WGG93","CH0030170408","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"ESSITY B","ESSITY CLASS B","Equity","0.13","32.46","2,617,539.00","84,969,681.54","84,969,681.54","Consumer Staples","BF1K7P7","SE0009922164","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"6702","FUJITSU LTD","Equity","0.13","98.86","847,300.00","83,767,335.53","83,767,335.53","Information Technology","6356945","JP3818000006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"URW","WFD UNIBAIL RODAMCO STAPLED UNITS","Equity","0.13","139.71","598,049.00","83,551,242.91","83,551,242.91","Real Estate","BFYM460","FR0013326246","Euronext Amsterdam","France","USD","EUR","0.91"
"EQNR","EQUINOR","Equity","0.13","19.25","4,334,334.00","83,430,497.40","83,430,497.40","Energy","7133608","NO0010096985","Oslo Bors Asa","Norway","USD","NOK","9.15"
"4523","EISAI LTD","Equity","0.13","75.61","1,089,600.00","82,383,903.24","82,383,903.24","Health Care","6307200","JP3160400002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7733","OLYMPUS CORP","Equity","0.13","16.23","5,059,400.00","82,121,377.13","82,121,377.13","Health Care","6658801","JP3201200007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BT.A","BT GROUP PLC","Equity","0.13","2.26","36,236,662.00","81,966,738.06","81,966,738.06","Communication","3091357","GB0030913577","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Equity","0.13","38.51","2,126,268.00","81,876,733.97","81,876,733.97","Industrials","7380482","FR0000125007","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"9735","SECOM LTD","Equity","0.13","88.88","907,500.00","80,655,579.99","80,655,579.99","Industrials","6791591","JP3421800008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"KBC","KBC GROEP","Equity","0.13","74.50","1,079,951.00","80,451,366.61","80,451,366.61","Financials","4497749","BE0003565737","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"2503","KIRIN HOLDINGS LTD","Equity","0.13","22.69","3,546,100.00","80,448,447.87","80,448,447.87","Consumer Staples","6493745","JP3258000003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"VWS","VESTAS WIND SYSTEMS","Equity","0.13","98.01","815,770.00","79,951,668.32","79,951,668.32","Industrials","5964651","DK0010268606","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"4901","FUJIFILM HOLDINGS CORP","Equity","0.12","51.17","1,552,000.00","79,420,194.25","79,420,194.25","Information Technology","6356525","JP3814000000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"HEN3","HENKEL & KGAA PREF AG","Equity","0.12","102.66","770,806.00","79,128,374.09","79,128,374.09","Consumer Staples","5076705","DE0006048432","Xetra","Germany","USD","EUR","0.91"
"6902","DENSO CORP","Equity","0.12","41.86","1,873,200.00","78,419,010.45","78,419,010.45","Consumer Discretionary","6640381","JP3551500006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1925","DAIWA HOUSE INDUSTRY LTD","Equity","0.12","31.83","2,442,300.00","77,740,060.47","77,740,060.47","Real Estate","6251363","JP3505000004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8053","SUMITOMO CORP","Equity","0.12","15.02","5,133,800.00","77,096,373.47","77,096,373.47","Industrials","6858946","JP3404600003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1113","CK ASSET HOLDINGS LTD","Equity","0.12","6.87","11,139,684.00","76,499,373.15","76,499,373.15","Real Estate","BYZQ077","KYG2177B1014","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"WDI","WIRECARD AG","Equity","0.12","150.82","506,390.00","76,372,147.20","76,372,147.20","Information Technology","7508927","DE0007472060","Xetra","Germany","USD","EUR","0.91"
"2","CLP HOLDINGS LTD","Equity","0.12","10.62","7,098,000.00","75,397,993.83","75,397,993.83","Utilities","6097017","HK0002007356","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"SLHN","SWISS LIFE HOLDING AG","Equity","0.12","507.57","147,222.00","74,725,917.34","74,725,917.34","Financials","7437805","CH0014852781","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"4578","OTSUKA HOLDINGS LTD","Equity","0.12","44.41","1,682,500.00","74,721,252.52","74,721,252.52","Health Care","B5LTM93","JP3188220002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PGHN","PARTNERS GROUP HOLDING AG","Equity","0.12","915.54","80,618.00","73,809,117.22","73,809,117.22","Financials","B119QG0","CH0024608827","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"8604","NOMURA HOLDINGS INC","Equity","0.12","5.10","14,432,500.00","73,656,794.03","73,656,794.03","Financials","6643108","JP3762600009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"FME","FRESENIUS MEDICAL CARE AG","Equity","0.12","79.29","927,000.00","73,503,316.91","73,503,316.91","Health Care","5129074","DE0005785802","Xetra","Germany","USD","EUR","0.91"
"DBK","DEUTSCHE BANK AG","Equity","0.12","8.66","8,483,966.00","73,449,032.10","73,449,032.10","Financials","5750355","DE0005140008","Xetra","Germany","USD","EUR","0.91"
"DNB","DNB","Equity","0.12","17.71","4,135,583.00","73,229,171.81","73,229,171.81","Financials","4263304","NO0010031479","Oslo Bors Asa","Norway","USD","NOK","9.15"
"MRK","MERCK","Equity","0.11","130.63","560,031.00","73,157,374.56","73,157,374.56","Health Care","4741844","DE0006599905","Xetra","Germany","USD","EUR","0.91"
"2502","ASAHI GROUP HOLDINGS LTD","Equity","0.11","46.27","1,566,300.00","72,474,024.19","72,474,024.19","Consumer Staples","6054409","JP3116000005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"UPM","UPM-KYMMENE","Equity","0.11","31.11","2,313,725.00","71,978,628.91","71,978,628.91","Materials","5051252","FI0009005987","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"GMG","GOODMAN GROUP UNITS","Equity","0.11","10.10","7,112,786.00","71,803,485.76","71,803,485.76","Real Estate","B03FYZ4","AU000000GMG2","Asx - All Markets","Australia","USD","AUD","1.48"
"4507","SHIONOGI LTD","Equity","0.11","61.60","1,161,100.00","71,523,504.67","71,523,504.67","Health Care","6804682","JP3347200002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
