iShares CMBS ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Feb 14, 2012"
Shares Outstanding,"8,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"WFCM_13-LC12 A4","Fixed Income","0.16","106.99","697,497.78","697,497.78","Non-Agency CMBS","-","US94988QAG64","4.22","Jul 15, 2046","1.89","1.89","2.94","650,000.00"
"CGCMT_16-C1 A4","Fixed Income","0.16","106.27","692,329.14","692,329.14","Non-Agency CMBS","-","US17290YAR99","3.21","May 10, 2049","2.09","2.09","5.45","650,000.00"
"FHLMC_K036 A2","Fixed Income","0.16","105.28","686,035.51","686,035.51","Agency CMBS","-","US3137B7MZ99","3.53","Oct 25, 2023","1.87","1.87","3.21","650,000.00"
"UBSCM_17-C1 A2","Fixed Income","0.16","101.43","677,031.96","677,031.96","Non-Agency CMBS","-","US90276EAB39","2.98","Jun 15, 2050","2.18","2.18","1.82","666,000.00"
"BMARK_19-B10 AM","Fixed Income","0.16","112.19","674,907.75","674,907.75","Non-Agency CMBS","-","US08162VAG32","3.98","Mar 15, 2062","2.46","2.46","7.62","600,000.00"
"CGCMT_18-B2 A4","Fixed Income","0.16","112.18","674,893.65","674,893.65","Non-Agency CMBS","-","US17327FAD87","4.01","Mar 10, 2051","2.28","2.28","6.64","600,000.00"
"UBSBB_12-C3 A4","Fixed Income","0.15","102.40","667,123.11","667,123.11","Non-Agency CMBS","-","US90349DAD49","3.09","Aug 10, 2049","1.93","1.93","2.09","650,000.00"
"BBCMS_19-C3 A4","Fixed Income","0.15","109.95","661,323.75","661,323.75","Non-Agency CMBS","-","US05550MAU80","3.58","May 15, 2052","2.35","2.35","7.70","600,000.00"
"MSBAM_15-C25 ASB","Fixed Income","0.15","104.06","655,280.35","655,280.35","Non-Agency CMBS","-","US61765TAC71","3.38","Oct 15, 2048","1.94","1.94","2.83","628,210.00"
"COMM_16-DC2 A4","Fixed Income","0.15","107.33","648,931.04","648,931.04","Non-Agency CMBS","-","US12594CBE93","3.50","Feb 10, 2049","2.06","2.06","4.94","603,120.00"
"FHMS_K067 A2","Fixed Income","0.15","107.63","647,238.90","647,238.90","Agency CMBS","-","US3137FAWS37","3.19","Jul 25, 2027","2.02","2.02","6.39","600,000.00"
"GSMS_15-GC32 A3","Fixed Income","0.15","107.23","644,979.90","644,979.90","Non-Agency CMBS","-","US36250PAC95","3.50","Jul 10, 2048","1.90","1.90","4.39","600,000.00"
"MSBAM_13-C13 A4","Fixed Income","0.15","107.07","644,236.35","644,236.35","Non-Agency CMBS","-","US61763BAU89","4.04","Nov 15, 2046","1.93","1.93","3.27","600,000.00"
"MSBAM_13-C7 AS","Fixed Income","0.15","102.84","640,159.40","640,159.40","Non-Agency CMBS","B98VY50","US61690KAG76","3.21","Feb 15, 2046","2.14","2.14","2.68","621,000.00"
"WFRBS_13-C18 A4","Fixed Income","0.15","106.35","639,872.40","639,872.40","Non-Agency CMBS","-","US96221QAD51","3.90","Dec 15, 2046","1.93","1.93","3.17","600,000.00"
"WFCMT_15-LC20 A3","Fixed Income","0.14","101.85","612,495.90","612,495.90","Non-Agency CMBS","-","US94989EAC12","3.09","Apr 15, 2050","2.16","2.16","2.08","600,000.00"
"JPMCC_13-C10 A5","Fixed Income","0.14","103.24","611,245.98","611,245.98","Non-Agency CMBS","-","US46639JAE01","3.14","Dec 15, 2047","1.89","1.89","2.62","590,697.00"
"FHLMC_12-K020 A2","Fixed Income","0.14","101.13","607,849.65","607,849.65","Agency CMBS","B7SK5G1","US3137ATRW40","2.37","May 25, 2022","1.73","1.73","1.95","600,000.00"
"WFRBS_13-C17 ASB","Fixed Income","0.14","102.92","602,410.69","602,410.69","Non-Agency CMBS","-","US92938GAE89","3.56","Dec 15, 2046","1.87","1.87","1.78","583,778.00"
"GSMS_13-GC14 A5","Fixed Income","0.14","107.21","591,428.89","591,428.89","Non-Agency CMBS","-","US36198FAE25","4.24","Aug 10, 2046","1.92","1.92","3.01","550,000.00"
"FNMA_13-M12 APT","Fixed Income","0.14","101.55","589,870.57","589,870.57","Agency CMBS","-","US3136AGMB53","2.48","Mar 25, 2023","1.86","1.86","2.82","579,828.00"
"FNMA_13-M7 A2","Fixed Income","0.13","101.19","581,671.21","581,671.21","Agency CMBS","-","US3136AEGQ49","2.28","Dec 25, 2022","1.79","1.79","2.65","573,870.00"
"FHMSK_15-10 A3","Fixed Income","0.13","115.16","577,227.25","577,227.25","Agency CMBS","-","US3137FL2M50","3.79","Jan 25, 2034","2.43","2.43","10.47","500,000.00"
"GSMS_14-GC24 AAB","Fixed Income","0.13","103.80","575,512.13","575,512.13","Non-Agency CMBS","-","US36253GAF90","3.65","Sep 10, 2047","1.87","1.87","2.13","552,984.00"
"GSMS_12-GCJ7 A4","Fixed Income","0.13","102.13","573,066.55","573,066.55","Non-Agency CMBS","B97SDP5","US36192KAT43","3.38","May 10, 2045","1.62","1.62","1.24","559,725.00"
"COMM_18-COR3 B","Fixed Income","0.13","114.13","572,404.52","572,404.52","Non-Agency CMBS","-","US12595VAG23","4.67","May 10, 2051","2.68","2.68","7.01","500,000.00"
"BMARK_18-B5 A4","Fixed Income","0.13","114.15","572,325.85","572,325.85","Non-Agency CMBS","BGHV3H5","US08160BAD64","4.21","Jul 15, 2051","2.30","2.30","6.97","500,000.00"
"BMARK_18-B5 B","Fixed Income","0.13","113.59","569,675.14","569,675.14","Non-Agency CMBS","-","US08160BAJ35","4.57","Jul 15, 2051","2.76","2.76","7.09","500,000.00"
"FHMS_K081 A2","Fixed Income","0.13","113.27","567,832.50","567,832.50","Agency CMBS","-","US3137FJEH82","3.90","Aug 25, 2028","2.12","2.12","7.07","500,000.00"
"COMM_13-CR8 A4","Fixed Income","0.13","104.00","566,181.12","566,181.12","Non-Agency CMBS","-","US12625KAD72","3.33","Jun 10, 2046","1.88","1.88","2.73","543,086.00"
"FNMA_12-M9 A2","Fixed Income","0.13","101.10","561,388.24","561,388.24","Agency CMBS","-","US3136A72D33","2.48","Apr 25, 2022","1.86","1.86","1.99","554,242.00"
"FHMS_K154 A2","Fixed Income","0.13","111.27","557,631.00","557,631.00","Agency CMBS","-","US3137FDES77","3.42","Apr 25, 2032","2.10","2.10","8.18","500,000.00"
"FHMS_K090 A2","Fixed Income","0.13","110.29","552,734.25","552,734.25","Agency CMBS","-","US3137FLMV31","3.42","Feb 25, 2029","2.12","2.12","7.61","500,000.00"
"MSBAMLT_17-C34 AS","Fixed Income","0.13","110.01","551,491.12","551,491.12","Non-Agency CMBS","-","US61767EAH71","3.86","Nov 15, 2052","2.40","2.40","6.58","500,000.00"
"BMARK_18-B1 AM","Fixed Income","0.13","110.01","551,503.25","551,503.25","Non-Agency CMBS","-","US08162PAZ45","3.88","Jan 15, 2051","2.45","2.45","6.72","500,000.00"
"UBSCM_17-C6 AS","Fixed Income","0.13","109.91","551,010.61","551,010.61","Non-Agency CMBS","-","US90276UBC45","3.93","Dec 15, 2050","2.51","2.51","6.65","500,000.00"
"BMARK_19-B11 AS","Fixed Income","0.13","109.90","550,732.28","550,732.28","Non-Agency CMBS","-","US08162BBJ08","3.78","May 15, 2052","2.56","2.56","7.69","500,000.00"
"CFCRE_16-C3 A3","Fixed Income","0.13","109.37","548,290.88","548,290.88","Non-Agency CMBS","BD6CSY0","US12531WBB72","3.87","Jan 10, 2048","2.09","2.09","5.06","500,000.00"
"BMARK_19-B11 B","Fixed Income","0.13","109.39","548,227.50","548,227.50","Non-Agency CMBS","-","US08162BBK70","3.96","May 15, 2052","2.79","2.79","7.67","500,000.00"
"BMARK_19-B10 A3","Fixed Income","0.13","108.97","546,161.62","546,161.62","Non-Agency CMBS","-","US08162VAD01","3.46","Mar 15, 2062","2.28","2.28","7.33","500,000.00"
"WFCM_15-C31 A4","Fixed Income","0.13","108.51","543,933.12","543,933.12","Non-Agency CMBS","-","US94989WAS61","3.69","Nov 15, 2048","2.03","2.03","4.94","500,000.00"
"BMARK_18-B2 C","Fixed Income","0.13","108.18","542,517.56","542,517.56","Non-Agency CMBS","-","US08161CAL54","4.34","Feb 15, 2051","3.16","3.16","6.81","500,000.00"
"MSC_15-MS1 A4","Fixed Income","0.13","108.14","542,116.12","542,116.12","Non-Agency CMBS","-","US61765DAU28","3.78","May 15, 2048","2.08","2.08","4.64","500,000.00"
"GSMS_13-GC16 A4","Fixed Income","0.13","108.07","541,963.12","541,963.12","Non-Agency CMBS","-","US36248GAD25","4.27","Nov 10, 2046","1.84","1.84","3.21","500,000.00"
"DBJPM_16-C1 B","Fixed Income","0.13","108.06","541,893.62","541,893.62","Non-Agency CMBS","BYZC923","US23312LAU26","4.20","May 10, 2049","2.77","2.77","5.44","500,000.00"
"WFCM_17-C42 B","Fixed Income","0.13","108.03","541,648.75","541,648.75","Non-Agency CMBS","-","US95001GAL77","4.00","Dec 15, 2050","2.87","2.87","6.81","500,000.00"
"CCMS_17-CD6 C","Fixed Income","0.13","107.88","540,984.88","540,984.88","Non-Agency CMBS","-","US125039AK30","4.41","Nov 13, 2050","3.16","3.16","6.62","500,000.00"
"GSMS_17-GS7 B","Fixed Income","0.13","108.12","540,633.94","540,633.94","Non-Agency CMBS","-","US36254CBA71","3.88","Aug 12, 2050","2.72","2.72","6.44","500,000.00"
"COMM_14-CR16 A4","Fixed Income","0.13","107.81","540,564.12","540,564.12","Non-Agency CMBS","-","US12591VAE11","4.05","Apr 10, 2047","1.96","1.96","3.62","500,000.00"
"COMM_15-LC21 A4","Fixed Income","0.13","107.80","540,368.00","540,368.00","Non-Agency CMBS","-","US12593FBD50","3.71","Jul 10, 2048","2.09","2.09","4.63","500,000.00"
"JPMBB_13-C14 B","Fixed Income","0.12","107.32","538,431.47","538,431.47","Non-Agency CMBS","BCZRWL4","US46640LAJ17","4.86","Aug 15, 2046","2.59","2.59","3.38","500,000.00"
"JPMBB_13-C15 A5","Fixed Income","0.12","107.35","538,323.62","538,323.62","Non-Agency CMBS","-","US46640NAE85","4.13","Nov 15, 2045","1.88","1.88","3.19","500,000.00"
"CGCMT_14-GC19 A4","Fixed Income","0.12","107.20","537,523.62","537,523.62","Non-Agency CMBS","-","US17322AAD46","4.02","Mar 10, 2047","2.00","2.00","3.44","500,000.00"
"CGCMT_14-GC21 A5","Fixed Income","0.12","107.22","537,542.12","537,542.12","Non-Agency CMBS","-","US17322MAW64","3.86","May 10, 2047","1.94","1.94","3.66","500,000.00"
"GSMS_15-GC30 AS","Fixed Income","0.12","107.18","537,314.88","537,314.88","Non-Agency CMBS","-","US36250GAT22","3.78","May 10, 2050","2.27","2.27","4.60","500,000.00"
"WFCM_15-C28 A4","Fixed Income","0.12","107.18","537,209.00","537,209.00","Non-Agency CMBS","-","US94989JAZ93","3.54","May 15, 2048","2.00","2.00","4.54","500,000.00"
"JPMBB_14-C21 A5","Fixed Income","0.12","107.10","536,898.55","536,898.55","Non-Agency CMBS","BYP94K7","US46642EAY23","3.77","Aug 15, 2047","1.99","1.99","3.88","500,000.00"
"MSBAM_14-C16 A5","Fixed Income","0.12","107.08","536,874.50","536,874.50","Non-Agency CMBS","-","US61763MAF77","3.89","Jun 15, 2047","2.02","2.02","3.71","500,000.00"
"COMM_15-CR23 A4","Fixed Income","0.12","106.94","536,022.38","536,022.38","Non-Agency CMBS","-","US12593ABA25","3.50","May 10, 2048","2.03","2.03","4.57","500,000.00"
"COMM_14-UBS6 A5","Fixed Income","0.12","106.87","535,727.00","535,727.00","Non-Agency CMBS","-","US12592PBF99","3.64","Dec 10, 2047","2.05","2.05","4.17","500,000.00"
"COMM_14-UBS4 A5","Fixed Income","0.12","106.79","535,310.25","535,310.25","Non-Agency CMBS","-","US12591QAR39","3.69","Aug 10, 2047","1.99","1.99","3.87","500,000.00"
"COMM_14-UBS4 AM","Fixed Income","0.12","106.56","534,278.00","534,278.00","Non-Agency CMBS","-","US12591QAT94","3.97","Aug 10, 2047","2.36","2.36","3.95","500,000.00"
"JPMBB_15-C29 ASB","Fixed Income","0.12","103.41","533,844.00","533,844.00","Non-Agency CMBS","-","US46644RBA23","3.30","May 15, 2048","1.94","1.94","2.52","515,000.00"
"CSAIL_15-C2 A4","Fixed Income","0.12","106.48","533,733.50","533,733.50","Non-Agency CMBS","-","US12634NAT54","3.50","Jun 15, 2057","2.10","2.10","4.51","500,000.00"
"CSAIL_15-C1 A4","Fixed Income","0.12","106.42","533,397.38","533,397.38","Non-Agency CMBS","BD0DJZ7","US126281AZ77","3.50","Apr 15, 2050","2.05","2.05","4.33","500,000.00"
"FREMF_K153 A3","Fixed Income","0.12","106.41","533,235.88","533,235.88","Agency CMBS","-","US3137BXHC98","3.12","Oct 25, 2031","2.46","2.46","9.60","500,000.00"
"BANK_19-BN19 A3","Fixed Income","0.12","107.05","533,212.04","533,212.04","Non-Agency CMBS","-","US06540WBD48","3.18","Aug 15, 2061","2.32","2.32","7.93","497,000.00"
"MSBAM_14-C18 A3","Fixed Income","0.12","106.22","532,445.75","532,445.75","Non-Agency CMBS","-","US61763XAD84","3.65","Oct 15, 2047","1.96","1.96","3.62","500,000.00"
"WFCM_17-C38 A4","Fixed Income","0.12","106.24","532,415.75","532,415.75","Non-Agency CMBS","-","US95001MAE03","3.19","Jul 15, 2050","2.17","2.17","5.98","500,000.00"
"BMARK_18-B4 A2","Fixed Income","0.12","105.95","531,243.00","531,243.00","Non-Agency CMBS","-","US08161HAB69","3.98","Jul 15, 2051","2.18","2.18","3.26","500,000.00"
"JPMBB_13-C12 AS","Fixed Income","0.12","105.92","531,144.43","531,144.43","Non-Agency CMBS","-","US46639NAU54","4.18","Jul 15, 2045","2.13","2.13","2.97","500,000.00"
"WFCM_19-C51 AS","Fixed Income","0.12","107.59","530,653.00","530,653.00","Non-Agency CMBS","-","US95001VAX82","3.58","Jun 15, 2052","2.65","2.65","7.80","492,000.00"
"WFCM_16-C36 AS","Fixed Income","0.12","105.86","530,597.12","530,597.12","Non-Agency CMBS","-","US95000MBR16","3.42","Nov 15, 2059","2.45","2.45","5.93","500,000.00"
"WFCM_16-NXS6 B","Fixed Income","0.12","105.83","530,587.62","530,587.62","Non-Agency CMBS","-","US95000KBG94","3.81","Nov 15, 2049","2.83","2.83","5.78","500,000.00"
"COMM_15-CR22 A5","Fixed Income","0.12","105.84","530,422.38","530,422.38","Non-Agency CMBS","-","US12592XBD75","3.31","Mar 10, 2048","2.04","2.04","4.47","500,000.00"
"JPMBB_13-C17 A4","Fixed Income","0.12","107.91","530,295.73","530,295.73","Non-Agency CMBS","-","US46640UAD46","4.20","Jan 15, 2047","1.92","1.92","3.37","490,000.00"
"MSBAM_15-C20 AS","Fixed Income","0.12","105.61","529,415.88","529,415.88","Non-Agency CMBS","-","US61764RBH03","3.61","Feb 15, 2048","2.33","2.33","4.34","500,000.00"
"COMM_15-DC1 B","Fixed Income","0.12","105.57","529,385.12","529,385.12","Non-Agency CMBS","-","US12629NAJ46","4.04","Feb 10, 2048","2.92","2.92","4.84","500,000.00"
"JPMBB_15-C27 AS","Fixed Income","0.12","105.50","528,843.68","528,843.68","Non-Agency CMBS","-","US46644ABK79","3.63","Feb 15, 2048","2.44","2.44","4.52","500,000.00"
"COMM_13-CR8 A5","Fixed Income","0.12","104.96","526,141.00","526,141.00","Non-Agency CMBS","BYP94B8","US12625KAE55","3.61","Jun 10, 2046","1.92","1.92","2.88","500,000.00"
"GSMS_16-GS2 A4","Fixed Income","0.12","105.00","526,151.25","526,151.25","Non-Agency CMBS","-","US36252TAR68","3.05","May 10, 2049","2.14","2.14","5.35","500,000.00"
"GSMS_14-GC20 C","Fixed Income","0.12","104.83","526,083.40","526,083.40","Non-Agency CMBS","BD5KBT1","US36252WBE75","5.13","Apr 10, 2047","3.81","3.81","3.79","500,000.00"
"FHMS_K-1514 A2","Fixed Income","0.12","104.97","525,932.12","525,932.12","Agency CMBS","-","US3137FQJZ78","2.86","Oct 25, 2034","2.45","2.45","11.79","500,000.00"
"CGCMT_15-GC35 A-AB","Fixed Income","0.12","104.90","525,865.50","525,865.50","Non-Agency CMBS","-","US17324KAQ13","3.61","Nov 10, 2048","1.95","1.95","2.92","500,000.00"
"FNMA_14-M9 A2","Fixed Income","0.12","104.58","524,076.12","524,076.12","Agency CMBS","-","US3136AKXV01","3.10","Jul 25, 2024","1.95","1.95","4.00","500,000.00"
"GSMS_19-GSA1 C","Fixed Income","0.12","103.93","521,061.39","521,061.39","Non-Agency CMBS","-","-","3.81","Nov 10, 2052","3.40","3.40","8.27","500,000.00"
"GSMS_16-GS3 A4","Fixed Income","0.12","103.94","520,756.25","520,756.25","Non-Agency CMBS","-","US36251PAD69","2.85","Oct 10, 2049","2.21","2.21","5.97","500,000.00"
"MSBAM_16-C30 A5","Fixed Income","0.12","103.86","520,385.00","520,385.00","Non-Agency CMBS","-","US61766NBB01","2.86","Sep 15, 2049","2.19","2.19","5.73","500,000.00"
"DBJPM_16-C1 ASB","Fixed Income","0.12","103.52","518,723.75","518,723.75","Non-Agency CMBS","-","US23312LAQ14","3.04","May 10, 2049","2.01","2.01","3.40","500,000.00"
"MSBAM_13-C9 A4","Fixed Income","0.12","103.35","517,923.25","517,923.25","Non-Agency CMBS","BWXMZZ6","US61762DAW11","3.10","May 15, 2046","1.95","1.95","2.92","500,000.00"
"MSBAM_12-C6 AS","Fixed Income","0.12","103.18","517,203.00","517,203.00","Non-Agency CMBS","-","US61761DAE22","3.48","Nov 15, 2045","2.10","2.10","2.35","500,000.00"
"WFRBS_12-C7 A2","Fixed Income","0.12","103.07","516,638.12","516,638.12","Non-Agency CMBS","B83QCF9","US92936TAB89","3.43","Jun 15, 2045","1.88","1.88","2.01","500,000.00"
"JPMCC_13-LC11 A5","Fixed Income","0.12","103.01","516,174.96","516,174.96","Non-Agency CMBS","-","US46639YAQ08","2.96","Apr 15, 2046","1.88","1.88","2.82","500,000.00"
"WFRBS_13-C14 B","Fixed Income","0.12","102.81","515,485.38","515,485.38","Non-Agency CMBS","-","US92890PAH73","3.84","Jun 15, 2046","2.97","2.97","3.28","500,000.00"
"WFRBS_14-C22 AS","Fixed Income","0.12","107.06","515,346.12","515,346.12","Non-Agency CMBS","BQRB1G0","US92890KBC80","4.07","Sep 15, 2057","2.41","2.41","4.16","480,000.00"
"WFCM_17-C38 A2","Fixed Income","0.12","102.67","514,503.62","514,503.62","Non-Agency CMBS","-","US95001MAB63","3.04","Jul 15, 2050","1.83","1.83","2.24","500,000.00"
"BMARK_18-B4 ASB","Fixed Income","0.12","110.44","514,191.75","514,191.75","Non-Agency CMBS","-","US08161HAD26","4.06","Jul 15, 2051","2.15","2.15","5.26","464,286.00"
"JPMBB_15-C28 ASB","Fixed Income","0.12","102.46","513,440.45","513,440.45","Non-Agency CMBS","-","US46644FAE16","3.04","Oct 15, 2048","1.99","1.99","2.40","499,994.00"
"MSBAM_13-C11 A3","Fixed Income","0.12","105.97","509,206.08","509,206.08","Non-Agency CMBS","-","US61762TAD81","3.96","Aug 15, 2046","1.92","1.92","2.88","479,162.00"
"MSC_11-C3 A4","Fixed Income","0.12","102.00","507,705.58","507,705.58","Non-Agency CMBS","-","US61760RBB78","4.12","Jul 15, 2049","1.92","1.92","0.96","496,252.00"
"FHLMC_K033 A1","Fixed Income","0.12","101.62","506,900.44","506,900.44","Agency CMBS","-","US3137B4WA08","2.87","Feb 25, 2023","1.89","1.89","1.80","497,772.00"
"WFCM_13-LC12 AS","Fixed Income","0.12","106.21","503,934.03","503,934.03","Non-Agency CMBS","-","US94988QAN16","4.42","Jul 15, 2046","2.38","2.38","3.10","473,000.00"
"JPMBB_14-C24 A3","Fixed Income","0.12","100.48","503,550.76","503,550.76","Non-Agency CMBS","-","US46643GAC42","3.10","Nov 15, 2047","2.91","2.91","2.88","500,000.00"
"JPMBB_16-C1 B","Fixed Income","0.12","110.85","500,465.43","500,465.43","Non-Agency CMBS","-","US46645LBE65","4.90","Mar 15, 2049","2.77","2.77","5.14","450,000.00"
"FNMA_11-M4 A2","Fixed Income","0.11","101.79","490,473.40","490,473.40","Agency CMBS","-","US3136A0FK88","3.73","Jun 25, 2021","2.14","2.14","1.25","480,520.00"
"WFCM_15-C31 C","Fixed Income","0.11","107.41","484,933.32","484,933.32","Non-Agency CMBS","-","US94989WAZ05","4.76","Nov 15, 2048","3.28","3.28","5.16","450,000.00"
"FHMS_K-1512 A3","Fixed Income","0.11","106.77","481,518.56","481,518.56","Agency CMBS","-","US3137FMTT94","3.06","Apr 25, 2034","2.48","2.48","11.30","450,000.00"
"GSMSCII_15-GC30 AAB","Fixed Income","0.11","102.83","476,138.12","476,138.12","Non-Agency CMBS","-","US36250GAQ82","3.12","May 10, 2050","1.96","1.96","2.45","462,000.00"
"DBJPM_16-C1 C","Fixed Income","0.11","101.01","473,891.18","473,891.18","Non-Agency CMBS","-","US23312LAV09","3.50","May 10, 2049","3.19","3.19","5.81","468,000.00"
"COMM_14-CR19 A5","Fixed Income","0.11","107.38","472,079.68","472,079.68","Non-Agency CMBS","-","US12592GBD43","3.80","Aug 10, 2047","1.98","1.98","3.92","438,466.00"
"BMARK_18-B7 B","Fixed Income","0.11","116.55","467,661.50","467,661.50","Non-Agency CMBS","-","US08162TBE29","4.86","May 16, 2053","2.78","2.78","7.16","400,000.00"
"FHLMC_K723 A2","Fixed Income","0.11","101.53","462,814.40","462,814.40","Agency CMBS","-","US3137BSPW75","2.45","Aug 25, 2023","1.92","1.92","3.11","455,000.00"
"BMARK_18-B4 C","Fixed Income","0.10","111.54","447,555.20","447,555.20","Non-Agency CMBS","-","US08161HAK68","4.71","Jul 15, 2051","3.05","3.05","7.06","400,000.00"
"COMM_13-LC6 B","Fixed Income","0.10","103.72","447,197.53","447,197.53","Non-Agency CMBS","-","US20048EBB65","3.74","Jan 10, 2046","2.39","2.39","2.73","430,000.00"
"FNMA_15-M2 A","Fixed Income","0.10","102.66","441,089.64","441,089.64","Agency CMBS","-","US3136AMLX50","2.62","Dec 25, 2024","1.98","1.98","4.32","428,832.00"
"JPMCC_17-JP6 AS","Fixed Income","0.10","108.15","433,739.94","433,739.94","Non-Agency CMBS","-","US48128KAX90","3.74","Jul 15, 2050","2.49","2.49","6.26","400,000.00"
"COMM_14-CR15 A4","Fixed Income","0.10","107.65","431,802.60","431,802.60","Non-Agency CMBS","-","US12591RBA77","4.07","Feb 10, 2047","1.89","1.89","3.39","400,000.00"
"WFRBS_14-C22 A5","Fixed Income","0.10","107.03","429,234.80","429,234.80","Non-Agency CMBS","-","US92890KBA25","3.75","Sep 15, 2057","2.06","2.06","4.05","400,000.00"
"GSMS_14-GC20 A5","Fixed Income","0.10","106.73","428,133.40","428,133.40","Non-Agency CMBS","-","US36252WAX65","4.00","Apr 10, 2047","2.16","2.16","3.56","400,000.00"
"FNMA_11-M1 A3","Fixed Income","0.10","101.49","417,921.22","417,921.22","Agency CMBS","-","US31397UPF02","3.76","Jun 25, 2021","2.21","2.21","1.10","410,625.00"
"GSMS_13-GC10 A5","Fixed Income","0.10","102.56","411,106.90","411,106.90","Non-Agency CMBS","-","US36192CAE57","2.94","Feb 10, 2046","1.96","1.96","2.59","400,000.00"
"JPMBB_14-C18 ASB","Fixed Income","0.09","102.76","409,899.88","409,899.88","Non-Agency CMBS","-","US46641JAX46","3.57","Feb 15, 2047","1.94","1.94","1.75","397,857.00"
"CD_16-CD2 A2","Fixed Income","0.09","101.37","406,389.90","406,389.90","Non-Agency CMBS","-","US12515ABB52","3.04","Nov 10, 2049","2.03","2.03","1.41","400,000.00"
"FHMS_15-K048 A1","Fixed Income","0.09","101.98","405,166.33","405,166.33","Agency CMBS","-","US3137BL6J27","2.69","Dec 25, 2024","1.81","1.81","2.40","396,507.00"
"MSBAM_15-C24 A3","Fixed Income","0.09","106.46","400,189.59","400,189.59","Non-Agency CMBS","BYXB1W6","US61765LAT70","3.48","May 15, 2048","2.05","2.05","4.42","375,000.00"
"WFCM_18-C45 AS","Fixed Income","0.09","113.91","399,831.86","399,831.86","Non-Agency CMBS","-","US95001NBB38","4.41","Jun 16, 2051","2.52","2.52","6.93","350,000.00"
"FHMS_K038 A1","Fixed Income","0.09","100.79","389,353.95","389,353.95","Agency CMBS","-","US3137BBBC33","2.60","Oct 25, 2023","1.98","1.98","1.51","385,543.00"
"CSAIL_16-C6 C","Fixed Income","0.09","110.29","387,354.66","387,354.66","Non-Agency CMBS","-","US12636MAL28","5.09","Jan 15, 2049","3.13","3.13","5.32","350,000.00"
"GSMS_15-GS1 D","Fixed Income","0.09","91.96","382,733.42","382,733.42","Non-Agency CMBS","-","US36252AAL08","3.27","Nov 10, 2048","3.21","3.21","6.36","415,083.00"
"FHMS_K154 A3","Fixed Income","0.09","109.96","380,262.54","380,262.54","Agency CMBS","-","US3137FDET50","3.46","Nov 25, 2032","2.51","2.51","10.09","345,000.00"
"JPMCC_19-COR5 A2","Fixed Income","0.09","103.98","375,192.15","375,192.15","Non-Agency CMBS","-","US46591EAR80","3.15","Jun 14, 2052","2.11","2.11","3.78","360,000.00"
"FHMS_15-K720 A1","Fixed Income","0.09","100.00","373,631.89","373,631.89","Agency CMBS","-","US3137BLUQ99","2.32","Nov 25, 2021","2.27","2.27","0.95","372,976.00"
"FHMS_K088 A1","Fixed Income","0.09","107.19","373,220.58","373,220.58","Agency CMBS","-","US3137FKZ825","3.48","Sep 25, 2028","2.11","2.11","5.19","347,329.00"
"WFRBS_12-C8 A3","Fixed Income","0.09","102.30","369,082.71","369,082.71","Non-Agency CMBS","B8WTKV1","US92936YAC57","3.00","Aug 15, 2045","1.87","1.87","2.08","360,000.00"
"FNMA_12-M8 A2","Fixed Income","0.08","101.00","362,197.81","362,197.81","Agency CMBS","-","US3136A7MN97","2.35","May 25, 2022","1.82","1.82","2.12","357,987.00"
"JPMBB_14-C21 ASB","Fixed Income","0.08","103.07","359,294.94","359,294.94","Non-Agency CMBS","-","US46642EAZ97","3.43","Aug 15, 2047","1.89","1.89","2.04","347,720.00"
"WFCM_15-C27 B","Fixed Income","0.08","106.17","351,374.84","351,374.84","Non-Agency CMBS","-","US94989DBB47","4.14","Feb 15, 2048","2.80","2.80","4.51","330,000.00"
"FHMS_K052 A1","Fixed Income","0.08","101.73","351,041.25","351,041.25","Agency CMBS","-","US3137BMTW69","2.60","Jan 25, 2025","1.77","1.77","2.26","344,397.00"
"FHMS_K064 A2","Fixed Income","0.08","107.54","350,294.75","350,294.75","Agency CMBS","-","US3137BXQY18","3.22","Mar 25, 2027","2.00","2.00","6.06","325,000.00"
"UBSC_11-C1 A3","Fixed Income","0.08","102.21","338,741.52","338,741.52","Non-Agency CMBS","-","US90268TAC80","3.60","Jan 10, 2045","1.93","1.93","1.35","330,550.00"
"WFRBS_14-C20 ASB","Fixed Income","0.08","103.30","337,697.64","337,697.64","Non-Agency CMBS","-","US92890FAV85","3.64","May 15, 2047","1.90","1.90","1.94","326,047.00"
"JPMBB_14-C23 ASB","Fixed Income","0.08","103.68","335,543.36","335,543.36","Non-Agency CMBS","-","US46643ABF93","3.66","Sep 15, 2047","1.98","1.98","2.22","322,774.00"
"CD_17-CD3 C","Fixed Income","0.08","108.52","326,609.74","326,609.74","Non-Agency CMBS","-","US12515GAH02","4.71","Feb 10, 2050","3.30","3.30","6.19","300,000.00"
"JPMCC_17-JP6 A5","Fixed Income","0.08","108.47","326,193.40","326,193.40","Non-Agency CMBS","-","US48128KAU51","3.49","Jul 15, 2050","2.16","2.16","6.15","300,000.00"
