iShares Core U.S. Aggregate Bond ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Sep 22, 2003"
Shares Outstanding,"631,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"REGENCY ENERGY PARTNERS LP/REGENCY","Fixed Income","0.01","106.29","3,602,559.19","3,602,559.19","Industrial","BJSVP24","US75886AAL26","5.88","Mar 01, 2022","2.76","2.51","1.80","3,314,000.00"
"CHARLES SCHWAB CORPORATION (THE)","Fixed Income","0.01","107.83","3,594,290.96","3,594,290.96","Financial Institutions","BYQ29T9","US808513AM75","3.45","Feb 13, 2026","2.06","2.01","5.25","3,285,000.00"
"BANK OF NEW YORK MELLON CORP/THE MTN","Fixed Income","0.01","105.52","3,593,889.98","3,593,889.98","Financial Institutions","BG84492","US06406RAJ68","3.45","Aug 11, 2023","1.83","1.83","3.29","3,355,000.00"
"PETROLEOS MEXICANOS","Fixed Income","0.01","103.22","3,600,323.89","3,600,323.89","Agency","BZ8TLJ9","US71654QBV32","4.25","Jan 15, 2025","3.54","3.54","4.50","3,483,000.00"
"ANTHEM INC","Fixed Income","0.00","105.54","3,586,401.78","3,586,401.78","Financial Institutions","BPYZYG9","US94973VBJ52","3.50","Aug 15, 2024","2.21","2.14","3.99","3,348,000.00"
"COLGATE-PALMOLIVE CO MTN","Fixed Income","0.00","122.64","3,587,983.19","3,587,983.19","Industrial","BYRKBQ3","US19416QEJ58","4.00","Aug 15, 2045","2.76","2.76","16.61","2,883,000.00"
"AFRICAN DEVELOPMENT BANK","Fixed Income","0.00","99.52","3,587,982.40","3,587,982.40","Supranational","BD064Z1","US00828EBP34","1.25","Jul 26, 2021","1.58","1.58","1.47","3,605,000.00"
"KELLOGG COMPANY","Fixed Income","0.00","143.28","3,591,535.81","3,591,535.81","Industrial","2791056","US487836AT55","7.45","Apr 01, 2031","2.89","2.89","8.17","2,465,000.00"
"EDISON INTERNATIONAL","Fixed Income","0.00","104.19","3,591,914.52","3,591,914.52","Utility","-","US281020AQ02","3.55","Nov 15, 2024","2.61","2.60","4.35","3,425,000.00"
"PROGRESSIVE CORPORATION (THE)","Fixed Income","0.00","101.96","3,580,845.80","3,580,845.80","Financial Institutions","BDGKS44","US743315AR46","2.45","Jan 15, 2027","2.15","2.15","6.40","3,509,000.00"
"BP CAPITAL MARKETS AMERICA INC.","Fixed Income","0.00","107.83","3,581,643.15","3,581,643.15","Industrial","BH4K3R2","US10373QAZ37","3.59","Apr 14, 2027","2.40","2.36","6.20","3,290,000.00"
"FHLMC 30YR UMBS","Fixed Income","0.00","102.02","3,581,255.75","3,581,255.75","MBS Pass-Through","-","-","3.00","Sep 01, 2049","2.50","2.50","3.57","3,502,537.00"
"CITIGROUP INC","Fixed Income","0.00","106.26","3,580,158.03","3,580,158.03","Financial Institutions","BD0MGQ4","US172967LZ20","4.04","Jun 01, 2024","2.24","2.09","3.12","3,349,000.00"
"DOMINION ENERGY GAS HOLDINGS LLC","Fixed Income","0.00","101.88","3,580,289.65","3,580,289.65","Industrial","-","US257375AP04","3.00","Nov 15, 2029","2.78","2.78","8.40","3,495,000.00"
"BALTIMORE GAS AND ELECTRIC CO","Fixed Income","0.00","102.32","3,571,643.17","3,571,643.17","Utility","-","US059165EL08","3.20","Sep 15, 2049","3.08","3.08","18.70","3,450,000.00"
"FGOLD 20YR 2018 PRODUCTION","Fixed Income","0.00","104.06","3,575,805.70","3,575,805.70","MBS Pass-Through","-","-","3.50","Sep 01, 2038","2.14","2.14","1.95","3,427,511.00"
"AUSTRALIA AND NEW ZEALAND BANKING MTN","Fixed Income","0.00","100.69","3,577,352.55","3,577,352.55","Financial Institutions","BYQ6F15","US05253JAM36","2.30","Jun 01, 2021","1.78","1.78","1.31","3,540,000.00"
"TOYOTA MOTOR CREDIT CORP MTN","Fixed Income","0.00","111.81","3,573,048.11","3,573,048.11","Industrial","-","US89236TFT79","3.65","Jan 08, 2029","2.19","2.19","7.71","3,190,000.00"
"ANALOG DEVICES INC","Fixed Income","0.00","100.98","3,578,322.58","3,578,322.58","Industrial","BF28Y82","US032654AR68","2.95","Jan 12, 2021","1.91","1.91","0.94","3,539,000.00"
"KINDER MORGAN ENERGY PARTNERS LP","Fixed Income","0.00","116.20","3,575,951.80","3,575,951.80","Industrial","BQS39P0","US494550BW59","5.40","Sep 01, 2044","4.32","4.31","14.00","3,020,000.00"
"NORTHROP GRUMMAN CORP","Fixed Income","0.00","112.28","3,577,092.55","3,577,092.55","Industrial","BVVN4R9","US666807BJ01","3.85","Apr 15, 2045","3.14","3.13","16.28","3,155,000.00"
"GENERAL DYNAMICS CORPORATION","Fixed Income","0.00","111.67","3,568,935.53","3,568,935.53","Industrial","BZ5YFJ5","US369550BC16","3.75","May 15, 2028","2.20","2.16","7.03","3,174,000.00"
"MISSISSIPPI POWER COMPANY","Fixed Income","0.00","110.22","3,568,503.11","3,568,503.11","Utility","BFNNXJ0","US605417CB81","3.95","Mar 30, 2028","2.56","2.52","6.85","3,200,000.00"
"3M CO MTN","Fixed Income","0.00","107.72","3,567,267.41","3,567,267.41","Industrial","BD6NK92","US88579YAZ43","3.63","Oct 15, 2047","3.20","3.20","17.42","3,280,000.00"
"DOLLAR GENERAL CORPORATION","Fixed Income","0.00","109.03","3,570,598.76","3,570,598.76","Industrial","BD1XCZ7","US256677AE53","3.88","Apr 15, 2027","2.50","2.46","6.15","3,242,000.00"
"EL PASO CORPORATION MTN","Fixed Income","0.00","138.79","3,567,141.94","3,567,141.94","Industrial","2836399","US28368EAE68","7.75","Jan 15, 2032","3.71","3.71","8.55","2,565,000.00"
"CITIGROUP INC","Fixed Income","0.00","107.10","3,570,013.56","3,570,013.56","Financial Institutions","BWFRDT9","US172967JL61","3.88","Mar 26, 2025","2.40","2.40","4.65","3,293,000.00"
"ENERGY TRANSFER PARTNERS LP","Fixed Income","0.00","103.01","3,564,547.56","3,564,547.56","Industrial","B8HDKR4","US29273RAS85","3.60","Feb 01, 2023","2.55","2.47","2.62","3,402,000.00"
"PEPSICO INC","Fixed Income","0.00","118.80","3,562,668.28","3,562,668.28","Industrial","BD0B4Y5","US713448DV73","4.00","May 02, 2047","2.99","2.98","17.11","2,975,000.00"
"FNMA 30YR 4% FICO <660 2016","Fixed Income","0.00","105.47","3,563,486.30","3,563,486.30","MBS Pass-Through","-","-","4.00","Mar 01, 2046","2.30","2.30","1.31","3,368,933.00"
"INTER-AMERICAN DEVELOPMENT BANK","Fixed Income","0.00","105.27","3,558,437.00","3,558,437.00","Supranational","BF8HW23","US4581X0CC06","3.00","Oct 04, 2023","1.52","1.52","3.46","3,350,000.00"
"SANOFI SA","Fixed Income","0.00","111.87","3,553,241.32","3,553,241.32","Industrial","BFMDHS8","US801060AD60","3.63","Jun 19, 2028","2.08","2.04","7.15","3,165,000.00"
"FGOLD 30YR 4% M 95-100 LTV 2012","Fixed Income","0.00","107.09","3,557,145.33","3,557,145.33","MBS Pass-Through","-","-","4.00","Aug 01, 2042","1.99","1.99","1.31","3,312,355.00"
"MPLX LP","Fixed Income","0.00","110.35","3,555,832.13","3,555,832.13","Industrial","BF5M0H2","US55336VAS97","4.80","Feb 15, 2029","3.46","3.43","7.21","3,160,000.00"
"DELTA AIR LINES INC","Fixed Income","0.00","101.03","3,556,477.05","3,556,477.05","Industrial","-","US247361ZU54","2.90","Oct 28, 2024","2.67","2.66","4.41","3,495,000.00"
"EQT CORP","Fixed Income","0.00","81.04","3,553,301.12","3,553,301.12","Industrial","BZ2Z1G0","US26884LAF67","3.90","Oct 01, 2027","7.15","7.15","6.42","4,317,000.00"
"TRAVELERS COS INC","Fixed Income","0.00","123.07","3,547,117.40","3,547,117.40","Financial Institutions","BYXMWX7","US89417EAK55","4.30","Aug 25, 2045","3.00","2.99","16.07","2,840,000.00"
"FLORIDA POWER AND LIGHT CO","Fixed Income","0.00","137.32","3,547,355.21","3,547,355.21","Utility","B0WHN21","US341081EV58","5.65","Feb 01, 2037","2.86","2.86","11.67","2,532,000.00"
"EOG RESOURCES INC.","Fixed Income","0.00","102.26","3,549,005.86","3,549,005.86","Industrial","B84LCZ3","US26875PAK75","2.63","Mar 15, 2023","1.88","1.82","2.80","3,438,000.00"
"FHMS_15-K718 A2","Fixed Income","0.00","101.18","3,548,640.38","3,548,640.38","CMBS","-","US3137BHXY84","2.79","Jan 25, 2022","1.99","1.99","1.62","3,500,000.00"
"HUMANA INC","Fixed Income","0.00","108.79","3,545,585.51","3,545,585.51","Financial Institutions","BYZKXV4","US444859BF87","3.95","Mar 15, 2027","2.59","2.55","6.05","3,216,000.00"
"HONEYWELL INTERNATIONAL INC","Fixed Income","0.00","119.33","3,537,710.11","3,537,710.11","Industrial","BG0PV14","US438516BS48","3.81","Nov 21, 2047","2.81","2.79","17.69","2,947,000.00"
"WALT DISNEY CO","Fixed Income","0.00","134.96","3,540,223.61","3,540,223.61","Industrial","-","US254687EX00","4.95","Oct 15, 2045","2.99","2.97","15.74","2,596,000.00"
"BANK OF NEW YORK MELLON CORP/THE MTN","Fixed Income","0.00","110.66","3,541,120.05","3,541,120.05","Financial Institutions","BGKDMV5","US06406HCQ02","3.95","Nov 18, 2025","2.00","1.97","5.20","3,178,000.00"
"TEXAS INSTRUMENTS INC","Fixed Income","0.00","124.03","3,540,079.46","3,540,079.46","Industrial","BG0DDF6","US882508BD51","4.15","May 15, 2048","2.90","2.89","17.47","2,835,000.00"
"PEPSICO INC","Fixed Income","0.00","128.06","3,538,280.13","3,538,280.13","Industrial","BYQF460","US713448CZ96","4.60","Jul 17, 2045","3.01","3.00","16.01","2,760,000.00"
"TOTAL CAPITAL INTERNATIONAL SA","Fixed Income","0.00","102.65","3,542,097.75","3,542,097.75","Industrial","B86QQ87","US89153VAE92","2.70","Jan 25, 2023","1.79","1.79","2.87","3,450,000.00"
"TRUIST FINANCIAL CORP MTN","Fixed Income","0.00","100.27","3,540,138.11","3,540,138.11","Financial Institutions","BDB2XD9","US05531FAV58","2.05","May 10, 2021","1.83","1.82","1.19","3,515,000.00"
"BANCO SANTANDER SA","Fixed Income","0.00","102.82","3,537,583.24","3,537,583.24","Financial Institutions","BDG0ZH6","US05964HAC97","3.50","Apr 11, 2022","2.18","2.18","2.10","3,406,000.00"
"FNMA 30YR 4.5% M 80-90 LTV 2012","Fixed Income","0.00","108.61","3,537,360.49","3,537,360.49","MBS Pass-Through","-","-","4.50","Sep 01, 2042","2.58","2.58","0.85","3,246,821.00"
"CME GROUP INC","Fixed Income","0.00","105.00","3,536,657.41","3,536,657.41","Financial Institutions","BZ0HG85","US12572QAG01","3.00","Mar 15, 2025","1.97","1.92","4.56","3,333,000.00"
"CVS HEALTH CORP","Fixed Income","0.00","101.64","3,537,960.92","3,537,960.92","Industrial","BF4JKG3","US126650DC17","3.35","Mar 09, 2021","1.85","1.85","1.08","3,437,000.00"
"EASTMAN CHEMICAL CO","Fixed Income","0.00","111.37","3,542,205.53","3,542,205.53","Industrial","BMHDHX7","US277432AP52","4.65","Oct 15, 2044","3.93","3.92","14.87","3,143,000.00"
"LYB INTERNATIONAL FINANCE BV","Fixed Income","0.00","119.22","3,539,448.25","3,539,448.25","Industrial","BCBR9Y0","US50247VAB53","5.25","Jul 15, 2043","3.98","3.98","14.28","2,964,000.00"
"SOUTHERN COMPANY (THE)","Fixed Income","0.00","113.20","3,538,472.95","3,538,472.95","Utility","BYT1517","US842587CW55","4.25","Jul 01, 2036","3.21","3.19","11.94","3,117,000.00"
"HESS CORPORATION","Fixed Income","0.00","119.66","3,537,017.70","3,537,017.70","Industrial","BD7XTT4","US42809HAH03","5.80","Apr 01, 2047","4.53","4.52","14.41","2,910,000.00"
"BROADCOM INC 144A","Fixed Income","0.00","110.96","3,537,954.88","3,537,954.88","Industrial","BJ88YL7","US11135FAB76","4.75","Apr 15, 2029","3.36","3.33","7.39","3,150,000.00"
"AMERICAN TOWER CORPORATION","Fixed Income","0.00","101.13","3,538,512.75","3,538,512.75","Industrial","-","US03027XAZ33","2.40","Mar 15, 2025","2.17","2.16","4.82","3,495,000.00"
"SUNCOR ENERGY INC","Fixed Income","0.00","106.36","3,528,558.00","3,528,558.00","Industrial","BSR6JB0","US867224AA59","3.60","Dec 01, 2024","2.21","2.14","4.27","3,300,000.00"
"HALLIBURTON COMPANY","Fixed Income","0.00","114.77","3,534,988.88","3,534,988.88","Industrial","BYNR6K7","US406216BJ98","4.85","Nov 15, 2035","3.61","3.59","11.15","3,054,000.00"
"PRECISION CASTPARTS CORP.","Fixed Income","0.00","102.25","3,534,764.11","3,534,764.11","Industrial","B8KRPX4","US740189AG06","2.50","Jan 15, 2023","1.72","1.65","2.67","3,454,000.00"
"OCCIDENTAL PETROLEUM CORPORATION","Fixed Income","0.00","114.67","3,532,080.85","3,532,080.85","Industrial","BK8VN94","US674599DC69","5.55","Mar 15, 2026","2.92","2.82","5.04","3,026,000.00"
"CENOVUS ENERGY INC","Fixed Income","0.00","113.77","3,529,795.30","3,529,795.30","Industrial","BFNL6J5","US15135UAR05","5.40","Jun 15, 2047","4.52","4.51","14.84","3,085,000.00"
"EVERGY INC","Fixed Income","0.00","101.08","3,533,228.68","3,533,228.68","Utility","-","US30034WAA45","2.45","Sep 15, 2024","2.20","2.20","4.30","3,463,000.00"
"PETROLEOS MEXICANOS","Fixed Income","0.00","101.49","3,532,900.39","3,532,900.39","Agency","B3Q7S01","US706451BR12","6.63","Jun 15, 2038","6.48","6.48","10.67","3,454,000.00"
"ATHENE HOLDING LTD","Fixed Income","0.00","105.50","3,529,689.73","3,529,689.73","Financial Institutions","BFW28L5","US04686JAA97","4.13","Jan 12, 2028","3.33","3.31","6.72","3,340,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","106.18","3,523,528.44","3,523,528.44","Industrial","BN8MK97","US24422ESP50","3.35","Jun 12, 2024","1.87","1.87","4.07","3,305,000.00"
"FLORIDA POWER & LIGHT CO","Fixed Income","0.00","119.95","3,525,769.25","3,525,769.25","Utility","BHPXTS3","US341081FU66","3.99","Mar 01, 2049","2.96","2.95","17.73","2,900,000.00"
"CITIZENS BANK NA/ PROVIDENCE RI MTN","Fixed Income","0.00","100.80","3,526,362.30","3,526,362.30","Financial Institutions","BZ6VPH3","US17401QAE17","2.55","May 13, 2021","1.92","1.88","1.19","3,480,000.00"
"CNA FINANCIAL CORP","Fixed Income","0.00","111.54","3,526,071.35","3,526,071.35","Financial Institutions","BYNNSC1","US126117AT75","4.50","Mar 01, 2026","2.45","2.37","5.14","3,110,000.00"
"AIR LEASE CORPORATION","Fixed Income","0.00","101.20","3,524,590.14","3,524,590.14","Financial Institutions","BF4SNQ1","US00912XAW48","2.63","Jul 01, 2022","2.11","2.10","2.28","3,476,000.00"
"CBRE SERVICES INC","Fixed Income","0.00","113.46","3,525,335.07","3,525,335.07","Industrial","BR05XV5","US12505BAC46","5.25","Mar 15, 2025","2.44","2.32","4.31","3,055,000.00"
"CONSOLIDATED EDISON INC","Fixed Income","0.00","100.20","3,522,130.48","3,522,130.48","Utility","BDGLCT0","US209115AC88","2.00","May 15, 2021","1.84","1.84","1.22","3,501,000.00"
"PHILIP MORRIS INTERNATIONAL INC","Fixed Income","0.00","116.87","3,518,618.40","3,518,618.40","Industrial","B7NC4Y3","US718172AP42","4.50","Mar 20, 2042","3.41","3.41","14.41","2,970,000.00"
"WALT DISNEY COMPANY (THE)","Fixed Income","0.00","113.17","3,519,698.30","3,519,698.30","Industrial","B90NR11","US25468PCX24","3.70","Dec 01, 2042","2.91","2.91","15.72","3,094,000.00"
"BRANCH BANKING AND TRUST COMPANY","Fixed Income","0.00","100.72","3,520,043.57","3,520,043.57","Financial Institutions","BKV3171","US07330NAT28","2.15","Dec 06, 2024","1.99","1.99","4.55","3,484,000.00"
"INTERCONTINENTAL EXCHANGE INC","Fixed Income","0.00","111.10","3,519,898.90","3,519,898.90","Financial Institutions","BF4Q3W1","US45866FAJ30","3.75","Sep 21, 2028","2.33","2.29","7.25","3,131,000.00"
"ELI LILLY AND COMPANY","Fixed Income","0.00","109.31","3,514,698.43","3,514,698.43","Industrial","BJKQ1M9","US532457BV93","3.38","Mar 15, 2029","2.24","2.21","7.71","3,179,000.00"
"TCI COMMUNICATIONS INC","Fixed Income","0.00","131.13","3,515,634.11","3,515,634.11","Industrial","2877235","US872287AF41","7.88","Feb 15, 2026","2.33","2.33","4.92","2,610,000.00"
"AMGEN INC","Fixed Income","0.00","102.62","3,517,072.62","3,517,072.62","Industrial","B6SFR07","US031162BG42","4.10","Jun 15, 2021","2.16","1.75","1.10","3,411,000.00"
"TELEFONICA EMISIONES SAU","Fixed Income","0.00","113.80","3,515,549.73","3,515,549.73","Industrial","BF2THH5","US87938WAV54","4.67","Mar 06, 2038","3.62","3.62","12.42","3,040,000.00"
"CSX CORP","Fixed Income","0.00","109.52","3,519,701.55","3,519,701.55","Industrial","BYMPHS7","US126408HF31","3.80","Nov 01, 2046","3.26","3.26","16.86","3,187,000.00"
"NBCUNIVERSAL MEDIA LLC","Fixed Income","0.00","103.15","3,510,561.86","3,510,561.86","Industrial","B86PMS6","US63946BAH33","2.88","Jan 15, 2023","1.78","1.78","2.85","3,400,000.00"
"TRUIST FINANCIAL CORP MTN","Fixed Income","0.00","102.64","3,512,066.04","3,512,066.04","Financial Institutions","BJ0M5B4","US05531FBG72","3.05","Jun 20, 2022","1.92","1.88","2.23","3,411,000.00"
"PFIZER INC","Fixed Income","0.00","118.14","3,507,167.84","3,507,167.84","Industrial","BYZFHL7","US717081EJ89","4.10","Sep 15, 2038","2.84","2.82","13.16","2,931,000.00"
"TOYOTA MOTOR CREDIT CORP MTN","Fixed Income","0.00","107.29","3,507,987.60","3,507,987.60","Industrial","BDQQNR0","US89236TEW18","3.40","Apr 14, 2025","1.92","1.92","4.76","3,240,000.00"
"TRANSCANADA PIPELINES LTD","Fixed Income","0.00","133.77","3,509,842.41","3,509,842.41","Industrial","B5SKD29","US893526DJ90","6.10","Jun 01, 2040","3.72","3.72","12.78","2,605,000.00"
"CAMPBELL SOUP COMPANY","Fixed Income","0.00","107.99","3,507,786.14","3,507,786.14","Industrial","BFBDB32","US134429BF51","3.95","Mar 15, 2025","2.29","2.24","4.50","3,205,000.00"
"ALLY FINANCIAL INC","Fixed Income","0.00","103.72","3,511,619.78","3,511,619.78","Financial Institutions","BVGBM30","US02005NAY67","4.13","Feb 13, 2022","2.25","2.25","1.94","3,325,000.00"
"WALT DISNEY COMPANY (THE)","Fixed Income","0.00","119.37","3,505,904.69","3,505,904.69","Industrial","B795V01","US25468PCR55","4.13","Dec 01, 2041","2.92","2.92","14.93","2,921,000.00"
"PORT AUTH N Y & N J","Fixed Income","0.00","138.62","3,505,398.75","3,505,398.75","Local Authority","B82C0F4","US73358WEK62","4.93","Oct 01, 2051","2.96","2.96","17.32","2,500,000.00"
"WALGREEN CO","Fixed Income","0.00","102.32","3,502,435.05","3,502,435.05","Industrial","B8QB7D4","US931422AH23","3.10","Sep 15, 2022","2.19","2.19","2.50","3,385,000.00"
"AETNA INC","Fixed Income","0.00","136.09","3,505,479.37","3,505,479.37","Financial Institutions","B16MV25","US00817YAF51","6.63","Jun 15, 2036","3.67","3.67","10.95","2,561,000.00"
"LLOYDS BANKING GROUP PLC","Fixed Income","0.00","106.16","3,502,002.19","3,502,002.19","Financial Institutions","BDDJGX9","US539439AS89","4.05","Aug 16, 2023","2.23","2.23","3.27","3,243,000.00"
"BOARDWALK PIPELINES LP","Fixed Income","0.00","104.34","3,503,807.69","3,503,807.69","Industrial","BYZ3056","US096630AF58","4.45","Jul 15, 2027","3.78","3.76","6.29","3,353,000.00"
"WALT DISNEY COMPANY (THE) MTN","Fixed Income","0.00","121.55","3,494,923.58","3,494,923.58","Industrial","BN459D7","US25468PDB94","4.13","Jun 01, 2044","2.89","2.89","16.05","2,860,000.00"
"PHILIP MORRIS INTERNATIONAL INC","Fixed Income","0.00","105.78","3,497,203.67","3,497,203.67","Industrial","BSKS236","US718172BM02","3.25","Nov 10, 2024","1.98","1.98","4.42","3,284,000.00"
"MEAD JOHNSON NUTRITION CO","Fixed Income","0.00","124.18","3,494,851.23","3,494,851.23","Industrial","BMH4PQ9","US582839AG14","4.60","Jun 01, 2044","3.17","3.15","15.38","2,798,000.00"
"CHICAGO ILL TRANSIT AUTH","Fixed Income","0.00","138.88","3,499,358.54","3,499,358.54","Local Authority","B3CFDN7","US167725AF79","6.90","Dec 01, 2040","3.28","3.28","9.64","2,500,000.00"
"FNMA 30YR 3.5% SHLB 175K 2012","Fixed Income","0.00","105.61","3,493,634.78","3,493,634.78","MBS Pass-Through","-","-","3.50","Dec 01, 2042","2.41","2.41","1.95","3,299,769.00"
"FHLMC REFERENCE BOND MTN","Fixed Income","0.00","99.41","3,497,366.25","3,497,366.25","Agency","BD5P7K9","US3137EAEC95","1.13","Aug 12, 2021","1.52","1.52","1.51","3,500,000.00"
"HUNTINGTON BANCSHARES INC","Fixed Income","0.00","108.93","3,497,289.86","3,497,289.86","Financial Institutions","BD0BN04","US446150AM64","4.00","May 15, 2025","2.21","2.18","4.78","3,187,000.00"
"PUBLIC SERVICE COMPANY OF COLORADO","Fixed Income","0.00","101.03","3,488,576.56","3,488,576.56","Utility","B8889L5","US744448CF61","2.25","Sep 15, 2022","1.85","1.76","2.18","3,425,000.00"
"STATE STREET CORP","Fixed Income","0.00","107.12","3,491,078.48","3,491,078.48","Financial Institutions","BGLKMB5","US857477AM50","3.70","Nov 20, 2023","1.76","1.76","3.55","3,238,000.00"
"REALTY INCOME CORPORATION","Fixed Income","0.00","108.47","3,488,853.38","3,488,853.38","Financial Institutions","BCBYXG1","US756109AP99","4.65","Aug 01, 2023","2.13","1.95","2.98","3,150,000.00"
"EXPORT-IMPORT BANK OF KOREA","Fixed Income","0.00","104.04","3,486,790.54","3,486,790.54","Agency","B3ZXHV4","US302154BA68","4.38","Sep 15, 2021","1.84","1.84","1.56","3,300,000.00"
"NUTRIEN LTD","Fixed Income","0.00","108.72","3,489,960.98","3,489,960.98","Industrial","BDRJWH1","US67077MAE84","4.00","Dec 15, 2026","2.61","2.56","5.90","3,196,000.00"
"PANAMA (REPUBLIC OF)","Fixed Income","0.00","153.63","3,492,372.12","3,492,372.12","Sovereign","5659281","US698299AK07","9.38","Apr 01, 2029","2.73","2.73","6.75","2,229,000.00"
"LYONDELLBASELL INDUSTRIES NV","Fixed Income","0.00","109.05","3,488,817.31","3,488,817.31","Industrial","BW3SZD2","US552081AM30","4.63","Feb 26, 2055","4.13","4.13","17.41","3,143,000.00"
"CA INC","Fixed Income","0.00","102.68","3,491,155.29","3,491,155.29","Industrial","BF33BZ2","US12673PAH82","3.60","Aug 15, 2022","2.51","2.47","2.33","3,347,000.00"
"AMERICAN EXPRESS COMPANY","Fixed Income","0.00","105.55","3,482,495.32","3,482,495.32","Financial Institutions","BK5JH55","US025816CF44","3.13","May 20, 2026","2.18","2.17","5.72","3,281,000.00"
"ENTERGY ARKANSAS INC","Fixed Income","0.00","106.86","3,475,710.96","3,475,710.96","Utility","BKR44J1","US29364DAS99","3.70","Jun 01, 2024","2.04","1.95","3.82","3,235,000.00"
"ALIBABA GROUP HOLDING LTD","Fixed Income","0.00","118.59","3,474,582.83","3,474,582.83","Industrial","BFD9PC5","US01609WAV46","4.20","Dec 06, 2047","3.19","3.18","17.03","2,915,000.00"
"AMGEN INC","Fixed Income","0.00","101.61","3,476,020.91","3,476,020.91","Industrial","BDFVJL2","US031162CP32","2.65","May 11, 2022","1.93","1.90","2.14","3,402,000.00"
"EXXON MOBIL CORP","Fixed Income","0.00","111.19","3,473,709.49","3,473,709.49","Industrial","BW9RTS6","US30231GAN25","3.57","Mar 06, 2045","2.93","2.93","16.59","3,085,000.00"
"BRITISH COLUMBIA PROVINCE OF","Fixed Income","0.00","101.71","3,472,091.31","3,472,091.31","Local Authority","B51RYC4","US110709BN11","2.65","Sep 22, 2021","1.60","1.60","1.60","3,383,000.00"
"NEWMONT MINING CORP","Fixed Income","0.00","102.72","3,476,016.06","3,476,016.06","Industrial","B7LTLZ6","US651639AN69","3.50","Mar 15, 2022","2.19","2.02","1.81","3,342,000.00"
"NATIONAL OILWELL VARCO INC.","Fixed Income","0.00","95.08","3,476,166.01","3,476,166.01","Industrial","B91PBL4","US637071AK74","3.95","Dec 01, 2042","4.29","4.29","14.57","3,632,000.00"
"AMERICAN INTERNATIONAL GROUP INC","Fixed Income","0.00","114.04","3,474,923.00","3,474,923.00","Financial Institutions","BVCJNG8","US026874DB02","4.38","Jan 15, 2055","3.66","3.66","18.56","3,043,000.00"
"DEUTSCHE BANK AG (NEW YORK BRANCH)","Fixed Income","0.00","104.51","3,473,936.53","3,473,936.53","Financial Institutions","BJBZTC1","US251526CA59","5.00","Feb 14, 2022","2.71","2.71","1.92","3,253,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","103.20","3,469,588.16","3,469,588.16","Industrial","BF47164","US24422ETT63","2.65","Jun 24, 2024","1.89","1.89","4.15","3,354,000.00"
"INTERNATIONAL BUSINESS MACHINES CO","Fixed Income","0.00","136.60","3,469,105.38","3,469,105.38","Industrial","B4WSF26","US459200GS40","5.60","Nov 30, 2039","3.11","3.11","13.08","2,523,000.00"
"TEXAS INSTRUMENTS INC","Fixed Income","0.00","106.06","3,470,205.90","3,470,205.90","Industrial","BD6JBV9","US882508BC78","2.90","Nov 03, 2027","2.05","2.03","6.81","3,251,000.00"
"ELI LILLY AND COMPANY","Fixed Income","0.00","106.30","3,468,829.02","3,468,829.02","Industrial","BDVJY71","US532457BP26","3.10","May 15, 2027","2.16","2.13","6.39","3,244,000.00"
"BANK OF NOVA SCOTIA","Fixed Income","0.00","103.30","3,466,872.29","3,466,872.29","Financial Institutions","BK6S8Q9","US064159QE92","2.70","Aug 03, 2026","2.15","2.15","5.91","3,313,000.00"
"JPMORGAN CHASE & CO","Fixed Income","0.00","101.75","3,469,469.41","3,469,469.41","Financial Institutions","BYZ0Z63","US46647PAE60","2.78","Apr 25, 2023","2.19","1.97","2.16","3,386,000.00"
"TOYOTA MOTOR CREDIT CORP MTN","Fixed Income","0.00","105.60","3,466,525.33","3,466,525.33","Industrial","BGLKMY8","US89236TFN00","3.45","Sep 20, 2023","1.85","1.85","3.40","3,245,000.00"
"FORD MOTOR CREDIT COMPANY LLC","Fixed Income","0.00","100.72","3,468,811.91","3,468,811.91","Industrial","BZBZM02","US345397XQ11","3.20","Jan 15, 2021","2.44","2.44","0.95","3,440,000.00"
"DUKE ENERGY PROGRESS INC","Fixed Income","0.00","118.59","3,456,791.16","3,456,791.16","Utility","BYT32T0","US26442UAB08","4.20","Aug 15, 2045","3.14","3.12","16.02","2,869,000.00"
"MUNICIPAL ELEC AUTH GA","Fixed Income","0.00","144.88","3,462,953.91","3,462,953.91","Local Authority","B669JY9","US626207YM09","6.66","Apr 01, 2057","3.67","3.67","13.51","2,355,000.00"
"STRYKER CORPORATION","Fixed Income","0.00","107.03","3,458,705.40","3,458,705.40","Industrial","BYQGY29","US863667AH48","3.38","Nov 01, 2025","2.07","2.02","5.07","3,207,000.00"
"PARKER HANNIFIN CORP","Fixed Income","0.00","105.71","3,457,168.59","3,457,168.59","Industrial","BF0TZW8","US701094AJ33","3.25","Mar 01, 2027","2.37","2.34","6.15","3,230,000.00"
"JOHNSON & JOHNSON","Fixed Income","0.00","117.29","3,461,756.72","3,461,756.72","Industrial","BF01Z35","US478160CG79","3.75","Mar 03, 2047","2.83","2.82","17.32","2,914,000.00"
